Shipment_ID,Order_ID,Customer_ID,Product_ID,Origin_Country,Destination_Country,Transport_Mode,Carrier,Order_Date,Shipping_Date,Planned_Arrival_Date,Actual_Arrival_Date,Delay_Days,Delay_Status,Delay_Reason,Shipment_Value,Priority_Level,Route
101867,208109,5930,20,India,Netherlands,Road,FedEx,2023-08-01,2023-08-05,2023-08-20,2023-08-26,6,Delayed,Customs,31398.43,Low,India → Netherlands
101868,284884,5515,4,India,Brazil,Road,FedEx,2023-12-02,2023-12-05,2023-12-11,2023-12-11,0,On-Time,,29044.74,High,India → Brazil
101869,206442,5101,20,Brazil,Netherlands,Road,Cargo Carriers,2023-11-05,2023-11-07,2023-11-21,2023-11-22,1,Delayed,Carrier Issues,72874.33,Medium,Brazil → Netherlands
101870,223452,5192,10,South Africa,India,Sea,ONE (Ocean Network Express),2024-07-24,2024-07-29,2024-08-16,2024-08-17,1,Delayed,Documentation Issues,37815.26,High,South Africa → India
101871,242844,8232,14,Germany,South Africa,Air,Emirates (EK),2023-11-15,2023-11-18,2023-12-06,2023-12-07,1,Delayed,Port Congestion,37262.17,Medium,Germany → South Africa
101872,244553,7201,1,Brazil,USA,Sea,ONE (Ocean Network Express),2023-11-23,2023-11-25,2023-12-06,2023-12-11,5,Delayed,Carrier Issues,60589.58,High,Brazil → USA
101873,255725,5535,8,Netherlands,Brazil,Sea,ONE (Ocean Network Express),2024-02-19,2024-02-23,2024-03-03,2024-03-13,10,Delayed,Customs,58011.43,Medium,Netherlands → Brazil
101874,291828,6184,2,China,Netherlands,Sea,ONE (Ocean Network Express),2024-09-10,2024-09-15,2024-10-01,2024-10-14,13,Delayed,Customs,69476.07,High,China → Netherlands
101875,291067,8817,14,USA,India,Air,Emirates (EK),2023-06-29,2023-07-01,2023-07-15,2023-07-19,4,Delayed,Customs,72282.64,Medium,USA → India
101876,256122,8949,16,UK,Germany,Road,FedEx,2023-11-15,2023-11-19,2023-11-28,2023-11-29,1,Delayed,Port Congestion,46382.21,Medium,UK → Germany
101877,203637,5424,3,USA,Brazil,Sea,Maersk,2023-04-05,2023-04-08,2023-04-21,2023-04-26,5,Delayed,Carrier Issues,59969.26,Low,USA → Brazil
101878,250888,5245,1,UK,Netherlands,Road,DHL,2023-04-21,2023-04-25,2023-05-12,2023-05-12,0,On-Time,,36608.83,Medium,UK → Netherlands
101879,273246,5523,7,Netherlands,UK,Air,Etihad (EY),2024-08-14,2024-08-19,2024-09-04,2024-09-04,0,On-Time,,33862.54,High,Netherlands → UK
101880,235808,6827,5,UK,South Africa,Sea,ONE (Ocean Network Express),2023-06-18,2023-06-22,2023-06-29,2023-07-10,11,Delayed,Customs,55053.07,High,UK → South Africa
101881,207008,5835,17,Germany,South Africa,Air,Air France-KLM (AFKLM),2024-05-05,2024-05-08,2024-05-20,2024-05-25,5,Delayed,Documentation Issues,26583.22,Low,Germany → South Africa
101882,295616,6580,18,China,India,Sea,COSCO,2023-12-25,2023-12-27,2024-01-12,2024-01-12,0,On-Time,,73771.68,Low,China → India
101883,222915,6268,5,USA,China,Road,Cargo Carriers,2023-08-27,2023-09-01,2023-09-16,2023-09-17,1,Delayed,Port Congestion,27790.16,Medium,USA → China
101884,206179,5128,14,Germany,South Africa,Sea,ONE (Ocean Network Express),2023-10-20,2023-10-24,2023-11-08,2023-11-14,6,Delayed,Customs,65370.4,High,Germany → South Africa
101885,214601,5573,7,USA,South Africa,Road,FedEx,2023-10-20,2023-10-25,2023-11-14,2023-11-17,3,Delayed,Carrier Issues,55274.55,High,USA → South Africa
101886,259080,6795,13,UK,Netherlands,Air,Etihad (EY),2024-11-11,2024-11-14,2024-11-24,2024-11-24,0,On-Time,,37207.11,High,UK → Netherlands
101887,225117,8553,18,India,Netherlands,Sea,MSC (Mediterranean Shipping Company),2023-03-16,2023-03-20,2023-04-05,2023-04-14,9,Delayed,Weather,49474.05,High,India → Netherlands
101888,208817,7485,13,Germany,USA,Air,Qatar Airways (QR),2023-12-03,2023-12-05,2023-12-11,2023-12-12,1,Delayed,Documentation Issues,46057.18,High,Germany → USA
101889,242598,7945,18,India,Brazil,Air,Qatar Airways (QR),2024-10-01,2024-10-03,2024-10-18,2024-10-19,1,Delayed,Customs,66201.15,High,India → Brazil
101890,204687,8513,4,India,Brazil,Air,Air France-KLM (AFKLM),2024-02-10,2024-02-14,2024-03-05,2024-03-08,3,Delayed,Carrier Issues,22208.82,High,India → Brazil
101891,255703,6414,6,Germany,India,Sea,ONE (Ocean Network Express),2024-11-17,2024-11-20,2024-12-03,2024-12-10,7,Delayed,Port Congestion,32634.81,Low,Germany → India
101892,227559,8356,18,South Africa,Germany,Road,DHL,2024-05-01,2024-05-06,2024-05-17,2024-05-18,1,Delayed,Documentation Issues,53138.68,Low,South Africa → Germany
101893,214044,5063,11,Germany,USA,Road,Cargo Carriers,2023-05-07,2023-05-09,2023-05-28,2023-05-30,2,Delayed,Carrier Issues,38924.43,Medium,Germany → USA
101894,270630,8011,13,Netherlands,Germany,Road,Cargo Carriers,2024-08-16,2024-08-20,2024-08-29,2024-08-31,2,Delayed,Carrier Issues,5508.14,Medium,Netherlands → Germany
101895,263077,7370,5,Netherlands,India,Sea,Maersk,2023-10-08,2023-10-12,2023-10-21,2023-10-26,5,Delayed,Port Congestion,28886.32,High,Netherlands → India
101896,211736,8530,20,India,Netherlands,Road,FedEx,2023-09-16,2023-09-18,2023-10-01,2023-10-03,2,Delayed,Customs,67937.33,Low,India → Netherlands
101897,285026,5927,19,India,China,Air,British Airways (IAG),2023-08-30,2023-09-01,2023-09-09,2023-09-14,5,Delayed,Customs,73208.16,Low,India → China
101898,286446,7251,16,China,Germany,Sea,MSC (Mediterranean Shipping Company),2024-08-03,2024-08-05,2024-08-15,2024-08-24,9,Delayed,Carrier Issues,65153.12,High,China → Germany
101899,293282,7367,18,USA,Netherlands,Air,Etihad (EY),2023-05-05,2023-05-06,2023-05-14,2023-05-15,1,Delayed,Weather,14698.46,High,USA → Netherlands
101900,200276,5066,3,UK,Germany,Road,FedEx,2024-04-17,2024-04-21,2024-05-08,2024-05-13,5,Delayed,Weather,4352.91,High,UK → Germany
101901,266574,8445,20,UK,China,Road,Cargo Carriers,2024-05-07,2024-05-11,2024-05-19,2024-05-20,1,Delayed,Weather,41532.84,Medium,UK → China
101902,224818,6526,13,Netherlands,USA,Air,Qatar Airways (QR),2023-03-05,2023-03-07,2023-03-21,2023-03-25,4,Delayed,Port Congestion,49090.8,Low,Netherlands → USA
101903,211147,7415,17,UK,Netherlands,Air,Kenya Airways (KQ),2023-10-10,2023-10-14,2023-10-23,2023-10-25,2,Delayed,Customs,24299.78,Medium,UK → Netherlands
101904,277162,6295,4,China,South Africa,Air,Etihad (EY),2023-01-18,2023-01-22,2023-02-08,2023-02-09,1,Delayed,Customs,1259.61,Medium,China → South Africa
101905,243178,8901,19,South Africa,India,Sea,Maersk,2023-12-06,2023-12-07,2023-12-13,2023-12-22,9,Delayed,Documentation Issues,33030.96,Low,South Africa → India
101906,251109,6728,9,China,UK,Air,Emirates (EK),2024-10-24,2024-10-28,2024-11-13,2024-11-13,0,On-Time,,23132.72,High,China → UK
101907,292924,5369,8,Germany,Brazil,Air,Kenya Airways (KQ),2024-07-08,2024-07-11,2024-07-19,2024-07-19,0,On-Time,,30512.92,Low,Germany → Brazil
101908,235240,8163,20,India,Germany,Air,British Airways (IAG),2024-09-21,2024-09-22,2024-10-08,2024-10-08,0,On-Time,,58202.41,High,India → Germany
101909,256347,6719,18,USA,UK,Sea,COSCO,2023-05-25,2023-05-29,2023-06-15,2023-06-22,7,Delayed,Customs,29742.66,Medium,USA → UK
101910,202021,7162,8,India,Netherlands,Sea,COSCO,2024-07-22,2024-07-27,2024-08-04,2024-08-19,15,Delayed,Documentation Issues,40156.26,Low,India → Netherlands
101911,286561,7624,16,Netherlands,USA,Road,DHL,2024-01-08,2024-01-09,2024-01-25,2024-02-03,9,Delayed,Carrier Issues,32727.82,Medium,Netherlands → USA
101912,259445,8456,3,Brazil,USA,Sea,PIL (Pacific International Lines),2023-01-24,2023-01-29,2023-02-10,2023-02-20,10,Delayed,Customs,2648.49,High,Brazil → USA
101913,217393,6767,12,India,USA,Road,Cargo Carriers,2024-08-14,2024-08-19,2024-08-29,2024-09-02,4,Delayed,Documentation Issues,2087.25,High,India → USA
101914,272521,8501,1,UK,Netherlands,Road,FedEx,2023-05-23,2023-05-24,2023-06-12,2023-06-12,0,On-Time,,27729.31,Low,UK → Netherlands
101915,241203,8979,4,India,USA,Sea,PIL (Pacific International Lines),2023-10-25,2023-10-26,2023-11-04,2023-11-08,4,Delayed,Documentation Issues,22963.04,Low,India → USA
101916,224232,8211,3,China,Netherlands,Road,Cargo Carriers,2024-10-22,2024-10-27,2024-11-05,2024-11-05,0,On-Time,,21744.49,Low,China → Netherlands
101917,293424,7425,13,USA,Germany,Sea,ONE (Ocean Network Express),2023-07-01,2023-07-03,2023-07-12,2023-07-15,3,Delayed,Carrier Issues,70783.86,Medium,USA → Germany
101918,267138,7406,3,India,China,Air,Air France-KLM (AFKLM),2023-09-28,2023-10-01,2023-10-14,2023-10-15,1,Delayed,Customs,8787.45,Low,India → China
101919,245431,7789,10,South Africa,Germany,Sea,Maersk,2023-11-23,2023-11-27,2023-12-06,2023-12-10,4,Delayed,Weather,63524.22,High,South Africa → Germany
101920,216558,8459,12,India,South Africa,Air,Air France-KLM (AFKLM),2024-08-11,2024-08-12,2024-08-18,2024-08-18,0,On-Time,,5689.33,Medium,India → South Africa
101921,228777,8790,11,South Africa,UK,Sea,Maersk,2024-04-15,2024-04-17,2024-04-28,2024-05-08,10,Delayed,Customs,21605.01,Medium,South Africa → UK
101922,223281,7060,6,Brazil,China,Road,FedEx,2023-10-14,2023-10-15,2023-10-21,2023-10-21,0,On-Time,,7583.0,Low,Brazil → China
101923,285452,8872,17,USA,Brazil,Air,Air France-KLM (AFKLM),2023-09-26,2023-09-30,2023-10-12,2023-10-14,2,Delayed,Weather,11082.48,Medium,USA → Brazil
101924,209501,6595,18,Netherlands,USA,Sea,Maersk,2024-05-08,2024-05-09,2024-05-15,2024-06-01,17,Delayed,Port Congestion,70779.86,Low,Netherlands → USA
101925,291490,8084,2,China,UK,Air,British Airways (IAG),2024-01-16,2024-01-17,2024-01-27,2024-01-27,0,On-Time,,63444.2,High,China → UK
101926,286106,5352,11,USA,Brazil,Sea,Maersk,2023-02-14,2023-02-17,2023-03-01,2023-03-01,0,On-Time,,71078.32,Medium,USA → Brazil
101927,206978,8362,19,USA,Germany,Air,Emirates (EK),2023-02-03,2023-02-07,2023-02-14,2023-02-15,1,Delayed,Documentation Issues,44929.98,Low,USA → Germany
101928,201927,5018,16,Germany,South Africa,Road,Cargo Carriers,2023-03-30,2023-04-04,2023-04-18,2023-04-24,6,Delayed,Carrier Issues,53641.86,Low,Germany → South Africa
101929,238408,5929,5,Netherlands,Germany,Road,Cargo Carriers,2024-04-24,2024-04-28,2024-05-09,2024-05-17,8,Delayed,Documentation Issues,26501.42,Low,Netherlands → Germany
101930,233697,6142,16,Netherlands,China,Air,Kenya Airways (KQ),2023-04-01,2023-04-06,2023-04-15,2023-04-15,0,On-Time,,73327.91,High,Netherlands → China
101931,240744,8321,18,China,UK,Air,Air France-KLM (AFKLM),2023-03-14,2023-03-15,2023-03-28,2023-03-30,2,Delayed,Port Congestion,4359.89,Medium,China → UK
101932,273594,7719,20,South Africa,Brazil,Air,Air France-KLM (AFKLM),2023-07-07,2023-07-08,2023-07-27,2023-07-28,1,Delayed,Port Congestion,16786.85,Low,South Africa → Brazil
101933,247178,6793,9,India,UK,Air,Qatar Airways (QR),2023-06-05,2023-06-09,2023-06-15,2023-06-16,1,Delayed,Documentation Issues,64791.27,Low,India → UK
101934,257071,5159,14,India,China,Air,British Airways (IAG),2024-07-15,2024-07-17,2024-07-30,2024-08-06,7,Delayed,Port Congestion,69890.22,Low,India → China
101935,225589,7241,10,USA,Brazil,Sea,MSC (Mediterranean Shipping Company),2024-01-27,2024-01-30,2024-02-16,2024-02-16,0,On-Time,,68710.33,Low,USA → Brazil
101936,206217,6355,11,China,India,Sea,PIL (Pacific International Lines),2023-10-11,2023-10-12,2023-10-29,2023-11-06,8,Delayed,Port Congestion,34224.94,Medium,China → India
101937,246194,5327,12,South Africa,Brazil,Air,Etihad (EY),2024-08-01,2024-08-03,2024-08-08,2024-08-10,2,Delayed,Carrier Issues,3517.06,Medium,South Africa → Brazil
101938,242539,5438,2,India,South Africa,Road,Cargo Carriers,2023-11-13,2023-11-14,2023-11-22,2023-11-28,6,Delayed,Customs,8380.01,High,India → South Africa
101939,213122,6895,17,South Africa,India,Air,British Airways (IAG),2024-12-04,2024-12-05,2024-12-14,2024-12-16,2,Delayed,Port Congestion,60602.66,Low,South Africa → India
101940,258351,7793,13,China,India,Road,Cargo Carriers,2023-07-01,2023-07-03,2023-07-08,2023-07-11,3,Delayed,Documentation Issues,54064.42,Medium,China → India
101941,230645,6290,9,UK,Germany,Air,Air France-KLM (AFKLM),2023-07-01,2023-07-02,2023-07-09,2023-07-10,1,Delayed,Customs,14485.83,Medium,UK → Germany
101942,274172,6463,2,China,USA,Air,Kenya Airways (KQ),2023-02-21,2023-02-22,2023-03-09,2023-03-11,2,Delayed,Weather,25957.28,Low,China → USA
101943,223998,8713,12,Netherlands,Germany,Road,Cargo Carriers,2024-12-03,2024-12-08,2024-12-21,2024-12-22,1,Delayed,Documentation Issues,47895.02,Low,Netherlands → Germany
101944,244536,5131,15,Germany,Brazil,Air,Kenya Airways (KQ),2023-04-13,2023-04-17,2023-04-28,2023-05-01,3,Delayed,Customs,35313.47,Low,Germany → Brazil
101945,206490,8812,12,UK,South Africa,Road,Cargo Carriers,2024-11-21,2024-11-24,2024-11-29,2024-11-30,1,Delayed,Customs,50315.6,High,UK → South Africa
101946,206310,5039,13,Germany,Brazil,Road,Cargo Carriers,2023-08-10,2023-08-13,2023-08-18,2023-08-22,4,Delayed,Customs,52062.17,Low,Germany → Brazil
101947,215534,5012,9,South Africa,USA,Air,Emirates (EK),2023-08-08,2023-08-12,2023-08-18,2023-08-19,1,Delayed,Carrier Issues,46256.53,Medium,South Africa → USA
101948,208442,5294,18,Germany,UK,Road,Cargo Carriers,2023-04-07,2023-04-09,2023-04-24,2023-04-30,6,Delayed,Carrier Issues,46628.36,High,Germany → UK
101949,271492,6471,12,UK,Netherlands,Air,Qatar Airways (QR),2024-12-03,2024-12-08,2024-12-23,2024-12-24,1,Delayed,Customs,4382.14,Medium,UK → Netherlands
101950,209261,5136,2,South Africa,UK,Sea,COSCO,2024-08-14,2024-08-15,2024-08-20,2024-08-20,0,On-Time,,30435.98,Medium,South Africa → UK
101951,271761,5240,3,India,Netherlands,Sea,PIL (Pacific International Lines),2024-05-03,2024-05-06,2024-05-12,2024-05-25,13,Delayed,Customs,74712.58,Low,India → Netherlands
101952,235003,7844,5,UK,South Africa,Air,Air France-KLM (AFKLM),2023-07-18,2023-07-23,2023-08-06,2023-08-06,0,On-Time,,23700.0,Low,UK → South Africa
101953,249147,8530,8,China,Germany,Air,Kenya Airways (KQ),2024-05-17,2024-05-21,2024-06-07,2024-06-07,0,On-Time,,57148.45,High,China → Germany
101954,243800,6343,1,USA,Netherlands,Air,Air France-KLM (AFKLM),2023-12-23,2023-12-24,2023-12-31,2023-12-31,0,On-Time,,37499.04,Medium,USA → Netherlands
101955,241039,6044,5,South Africa,Brazil,Air,Qatar Airways (QR),2023-04-19,2023-04-23,2023-05-06,2023-05-10,4,Delayed,Customs,44076.36,Low,South Africa → Brazil
101956,224480,7709,19,UK,Germany,Air,Etihad (EY),2023-08-15,2023-08-18,2023-09-02,2023-09-02,0,On-Time,,64344.85,High,UK → Germany
101957,201996,8019,2,Brazil,USA,Air,Air France-KLM (AFKLM),2024-03-07,2024-03-08,2024-03-24,2024-04-01,8,Delayed,Customs,1415.78,Low,Brazil → USA
101958,272847,8741,14,India,Brazil,Sea,MSC (Mediterranean Shipping Company),2023-01-15,2023-01-17,2023-01-25,2023-02-06,12,Delayed,Weather,29417.93,Medium,India → Brazil
101959,228828,8254,5,Brazil,India,Air,Qatar Airways (QR),2024-11-25,2024-11-28,2024-12-17,2024-12-19,2,Delayed,Port Congestion,56813.54,Low,Brazil → India
101960,272939,8235,18,India,China,Sea,COSCO,2023-07-10,2023-07-11,2023-07-21,2023-07-27,6,Delayed,Carrier Issues,55534.05,Medium,India → China
101961,240853,5686,13,China,South Africa,Air,Etihad (EY),2024-03-05,2024-03-07,2024-03-12,2024-03-14,2,Delayed,Customs,34860.41,Medium,China → South Africa
101962,268244,5764,3,Germany,South Africa,Sea,PIL (Pacific International Lines),2023-01-26,2023-01-31,2023-02-09,2023-02-18,9,Delayed,Weather,68142.49,High,Germany → South Africa
101963,211905,8281,12,Netherlands,India,Air,Etihad (EY),2024-07-17,2024-07-18,2024-07-28,2024-07-31,3,Delayed,Customs,32927.23,High,Netherlands → India
101964,212972,7650,20,UK,India,Road,DHL,2023-03-11,2023-03-14,2023-03-22,2023-03-26,4,Delayed,Carrier Issues,43390.95,Medium,UK → India
101965,294737,5017,12,Brazil,USA,Air,Kenya Airways (KQ),2023-04-19,2023-04-20,2023-05-08,2023-05-10,2,Delayed,Customs,40629.26,Medium,Brazil → USA
101966,272120,7255,3,UK,India,Road,FedEx,2024-08-05,2024-08-09,2024-08-29,2024-08-31,2,Delayed,Customs,53094.35,High,UK → India
101967,250032,7277,17,China,South Africa,Road,DHL,2023-12-14,2023-12-16,2024-01-05,2024-01-07,2,Delayed,Carrier Issues,57653.5,Low,China → South Africa
101968,279150,8514,7,China,Brazil,Road,FedEx,2024-09-15,2024-09-17,2024-10-07,2024-10-09,2,Delayed,Customs,60474.23,Medium,China → Brazil
101969,243476,8938,10,Netherlands,UK,Air,Air France-KLM (AFKLM),2023-04-09,2023-04-14,2023-04-23,2023-04-27,4,Delayed,Customs,54456.3,Medium,Netherlands → UK
101970,221300,5004,2,USA,Brazil,Road,DHL,2024-09-21,2024-09-24,2024-10-03,2024-10-07,4,Delayed,Customs,11010.0,High,USA → Brazil
101971,207754,6032,3,Germany,India,Sea,PIL (Pacific International Lines),2023-10-13,2023-10-15,2023-10-24,2023-10-24,0,On-Time,,69417.05,Low,Germany → India
101972,298012,5449,3,South Africa,UK,Sea,COSCO,2024-09-08,2024-09-10,2024-09-15,2024-09-25,10,Delayed,Customs,55443.23,Low,South Africa → UK
101973,201709,5522,2,Brazil,UK,Air,Emirates (EK),2023-10-11,2023-10-13,2023-10-25,2023-10-27,2,Delayed,Customs,10663.25,Medium,Brazil → UK
101974,265277,6471,5,UK,Germany,Air,Etihad (EY),2024-01-17,2024-01-19,2024-01-25,2024-01-26,1,Delayed,Customs,38247.02,Medium,UK → Germany
101975,243970,8630,2,South Africa,UK,Sea,PIL (Pacific International Lines),2023-07-21,2023-07-22,2023-07-28,2023-08-02,5,Delayed,Port Congestion,53928.3,Low,South Africa → UK
101976,230252,8829,15,India,USA,Sea,ONE (Ocean Network Express),2024-02-12,2024-02-17,2024-02-25,2024-03-08,12,Delayed,Carrier Issues,40757.91,High,India → USA
101977,209311,7800,1,Brazil,Netherlands,Air,British Airways (IAG),2023-04-02,2023-04-06,2023-04-13,2023-04-16,3,Delayed,Documentation Issues,23091.81,Low,Brazil → Netherlands
101978,205357,8525,6,Brazil,Germany,Road,Cargo Carriers,2023-08-12,2023-08-13,2023-08-18,2023-08-18,0,On-Time,,20511.63,Low,Brazil → Germany
101979,270937,8363,9,China,Brazil,Road,FedEx,2024-02-06,2024-02-08,2024-02-17,2024-02-21,4,Delayed,Carrier Issues,7005.83,High,China → Brazil
101980,215534,6719,16,China,USA,Road,DHL,2024-01-11,2024-01-15,2024-01-31,2024-01-31,0,On-Time,,72694.09,Medium,China → USA
101981,251544,6886,2,South Africa,India,Air,Air France-KLM (AFKLM),2024-02-08,2024-02-10,2024-02-17,2024-02-17,0,On-Time,,43204.27,Medium,South Africa → India
101982,247454,6481,2,Germany,UK,Road,FedEx,2023-09-18,2023-09-21,2023-09-27,2023-09-28,1,Delayed,Documentation Issues,72433.11,Medium,Germany → UK
101983,225735,7805,10,Brazil,South Africa,Air,Air France-KLM (AFKLM),2023-08-19,2023-08-24,2023-09-11,2023-09-14,3,Delayed,Port Congestion,1631.67,Low,Brazil → South Africa
101984,279235,6543,6,India,USA,Air,Etihad (EY),2023-06-22,2023-06-26,2023-07-05,2023-07-08,3,Delayed,Documentation Issues,66272.75,High,India → USA
101985,211594,6210,5,Germany,South Africa,Air,Kenya Airways (KQ),2024-11-12,2024-11-14,2024-11-29,2024-12-02,3,Delayed,Carrier Issues,52461.55,Medium,Germany → South Africa
101986,288277,5619,4,UK,USA,Road,Cargo Carriers,2024-10-13,2024-10-14,2024-11-03,2024-11-08,5,Delayed,Carrier Issues,71327.45,Low,UK → USA
101987,212856,8030,20,South Africa,UK,Air,Air France-KLM (AFKLM),2023-09-03,2023-09-06,2023-09-13,2023-09-16,3,Delayed,Carrier Issues,43246.13,Medium,South Africa → UK
101988,234559,5903,7,Brazil,China,Sea,MSC (Mediterranean Shipping Company),2023-05-18,2023-05-21,2023-06-09,2023-06-12,3,Delayed,Customs,66783.29,Low,Brazil → China
101989,207550,6493,18,Germany,USA,Air,Etihad (EY),2023-09-24,2023-09-26,2023-10-02,2023-10-04,2,Delayed,Customs,6738.58,Low,Germany → USA
101990,247951,8474,17,India,South Africa,Sea,Maersk,2024-01-18,2024-01-21,2024-02-06,2024-02-17,11,Delayed,Documentation Issues,58598.79,Medium,India → South Africa
101991,290417,7308,9,India,South Africa,Sea,PIL (Pacific International Lines),2024-02-16,2024-02-21,2024-03-05,2024-03-15,10,Delayed,Port Congestion,71077.22,Medium,India → South Africa
101992,231447,6788,12,Brazil,USA,Sea,ONE (Ocean Network Express),2024-02-07,2024-02-11,2024-02-28,2024-03-11,12,Delayed,Weather,32887.19,Medium,Brazil → USA
101993,216577,5323,6,South Africa,China,Sea,ONE (Ocean Network Express),2023-01-23,2023-01-28,2023-02-02,2023-02-12,10,Delayed,Carrier Issues,25570.99,Low,South Africa → China
101994,240153,7080,3,Netherlands,South Africa,Sea,MSC (Mediterranean Shipping Company),2024-02-13,2024-02-18,2024-02-27,2024-03-06,8,Delayed,Port Congestion,59203.03,Medium,Netherlands → South Africa
101995,275460,6561,13,Germany,UK,Sea,MSC (Mediterranean Shipping Company),2023-04-26,2023-04-28,2023-05-03,2023-05-15,12,Delayed,Documentation Issues,65388.57,Medium,Germany → UK
101996,217918,5981,12,Netherlands,China,Road,Cargo Carriers,2023-05-02,2023-05-05,2023-05-15,2023-05-17,2,Delayed,Documentation Issues,10067.95,Medium,Netherlands → China
101997,206899,7734,9,Brazil,Netherlands,Road,Cargo Carriers,2023-07-20,2023-07-22,2023-08-01,2023-08-01,0,On-Time,,70630.94,High,Brazil → Netherlands
101998,239452,8181,11,Germany,UK,Air,Air France-KLM (AFKLM),2023-02-27,2023-03-03,2023-03-21,2023-03-22,1,Delayed,Customs,49676.13,Medium,Germany → UK
101999,229622,5427,1,China,Germany,Road,Cargo Carriers,2024-12-03,2024-12-04,2024-12-24,2024-12-24,0,On-Time,,70570.85,Medium,China → Germany
102000,221890,5581,4,China,UK,Sea,COSCO,2024-04-02,2024-04-03,2024-04-16,2024-04-19,3,Delayed,Port Congestion,12574.96,Medium,China → UK
102001,286237,6144,6,South Africa,Netherlands,Road,FedEx,2023-09-23,2023-09-26,2023-10-16,2023-10-18,2,Delayed,Weather,9319.72,High,South Africa → Netherlands
102002,284255,8952,6,Netherlands,UK,Road,Cargo Carriers,2023-01-26,2023-01-31,2023-02-18,2023-02-18,0,On-Time,,59950.82,Low,Netherlands → UK
102003,219344,5911,15,India,USA,Sea,MSC (Mediterranean Shipping Company),2024-08-14,2024-08-18,2024-09-04,2024-09-09,5,Delayed,Port Congestion,31098.58,High,India → USA
102004,261345,5013,4,Germany,India,Air,Air France-KLM (AFKLM),2023-02-17,2023-02-20,2023-03-01,2023-03-01,0,On-Time,,61211.68,Low,Germany → India
102005,208242,5100,12,Germany,Netherlands,Road,Cargo Carriers,2024-11-05,2024-11-06,2024-11-12,2024-11-15,3,Delayed,Weather,69137.34,Medium,Germany → Netherlands
102006,289445,5729,5,China,Brazil,Sea,MSC (Mediterranean Shipping Company),2023-11-24,2023-11-28,2023-12-09,2023-12-16,7,Delayed,Weather,32481.27,Low,China → Brazil
102007,239468,5928,19,UK,Germany,Air,Etihad (EY),2024-02-12,2024-02-17,2024-02-24,2024-02-24,0,On-Time,,37583.91,High,UK → Germany
102008,204598,5812,4,USA,UK,Sea,COSCO,2023-12-21,2023-12-24,2024-01-02,2024-01-12,10,Delayed,Carrier Issues,58391.84,High,USA → UK
102009,294482,5109,20,Brazil,Netherlands,Air,British Airways (IAG),2024-10-08,2024-10-12,2024-10-24,2024-10-27,3,Delayed,Port Congestion,10458.72,Medium,Brazil → Netherlands
102010,280657,6442,7,Germany,USA,Air,Etihad (EY),2023-06-04,2023-06-08,2023-06-20,2023-06-20,0,On-Time,,52748.98,High,Germany → USA
102011,268447,7471,20,USA,Brazil,Air,Qatar Airways (QR),2024-01-08,2024-01-12,2024-01-24,2024-01-24,0,On-Time,,58857.54,High,USA → Brazil
102012,216934,5928,14,South Africa,Netherlands,Air,British Airways (IAG),2023-12-25,2023-12-26,2024-01-15,2024-01-15,0,On-Time,,30385.11,High,South Africa → Netherlands
102013,272250,8998,15,China,South Africa,Road,DHL,2024-02-03,2024-02-08,2024-02-28,2024-02-28,0,On-Time,,59305.5,High,China → South Africa
102014,266278,8305,6,Netherlands,India,Air,Kenya Airways (KQ),2023-02-09,2023-02-10,2023-02-15,2023-02-18,3,Delayed,Documentation Issues,10226.42,Medium,Netherlands → India
102015,213077,6450,18,Germany,China,Road,Cargo Carriers,2024-07-27,2024-07-29,2024-08-05,2024-08-07,2,Delayed,Documentation Issues,50300.33,Low,Germany → China
102016,256982,8780,9,India,Netherlands,Sea,PIL (Pacific International Lines),2024-05-04,2024-05-06,2024-05-21,2024-05-26,5,Delayed,Documentation Issues,56777.62,High,India → Netherlands
102017,219024,5859,7,UK,Germany,Air,Etihad (EY),2023-06-15,2023-06-20,2023-06-25,2023-06-25,0,On-Time,,47970.79,Low,UK → Germany
102018,238277,6039,5,South Africa,USA,Road,Cargo Carriers,2024-08-02,2024-08-04,2024-08-14,2024-08-18,4,Delayed,Customs,55334.68,Medium,South Africa → USA
102019,253087,5234,13,USA,Brazil,Road,FedEx,2023-08-05,2023-08-08,2023-08-14,2023-08-14,0,On-Time,,67616.15,High,USA → Brazil
102020,283287,8237,16,Netherlands,UK,Air,Emirates (EK),2024-10-25,2024-10-26,2024-11-01,2024-11-03,2,Delayed,Port Congestion,30364.66,Medium,Netherlands → UK
102021,236146,5428,8,China,USA,Sea,ONE (Ocean Network Express),2023-08-23,2023-08-28,2023-09-11,2023-09-19,8,Delayed,Weather,49336.89,Medium,China → USA
102022,219463,5055,3,Germany,China,Sea,MSC (Mediterranean Shipping Company),2024-02-15,2024-02-16,2024-03-01,2024-03-14,13,Delayed,Documentation Issues,17963.66,Low,Germany → China
102023,262066,7690,12,South Africa,India,Air,Qatar Airways (QR),2023-10-11,2023-10-15,2023-10-21,2023-10-21,0,On-Time,,27753.38,Medium,South Africa → India
102024,274537,5297,6,Brazil,UK,Road,DHL,2024-01-13,2024-01-14,2024-02-01,2024-02-01,0,On-Time,,73324.19,Medium,Brazil → UK
102025,209439,5317,19,Netherlands,China,Road,FedEx,2023-12-04,2023-12-08,2023-12-21,2023-12-24,3,Delayed,Weather,43148.58,Low,Netherlands → China
